RefSeqID	K4me1_Distal_promoter	K4me1_Proximal_promoter	K4me1_Gene_body	K4me1_Transcript	K4me1_First1.3Transcript	K4me1_Middle1.3Transcript	K4me1_Last1.3Transcript	K4me1_Introns	K79me2_Distal_promoter	K79me2_Proximal_promoter	K79me2_Gene_body	K79me2_Transcript	K79me2_First1.3Transcript	K79me2_Middle1.3Transcript	K79me2_Last1.3Transcript	K79me2_Introns	K27ac_Distal_promoter	K27ac_Proximal_promoter	K27ac_Gene_body	K27ac_Transcript	K27ac_First1.3Transcript	K27ac_Middle1.3Transcript	K27ac_Last1.3Transcript	K27ac_Introns	K27me3_Distal_promoter	K27me3_Proximal_promoter	K27me3_Gene_body	K27me3_Transcript	K27me3_First1.3Transcript	K27me3_Middle1.3Transcript	K27me3_Last1.3Transcript	K27me3_Introns	K36me3_Distal_promoter	K36me3_Proximal_promoter	K36me3_Gene_body	K36me3_Transcript	K36me3_First1.3Transcript	K36me3_Middle1.3Transcript	K36me3_Last1.3Transcript	K36me3_Introns	K4me2_Distal_promoter	K4me2_Proximal_promoter	K4me2_Gene_body	K4me2_Transcript	K4me2_First1.3Transcript	K4me2_Middle1.3Transcript	K4me2_Last1.3Transcript	K4me2_Introns	K4me3_Distal_promoter	K4me3_Proximal_promoter	K4me3_Gene_body	K4me3_Transcript	K4me3_First1.3Transcript	K4me3_Middle1.3Transcript	K4me3_Last1.3Transcript	K4me3_Introns	K9ac_Distal_promoter	K9ac_Proximal_promoter	K9ac_Gene_body	K9ac_Transcript	K9ac_First1.3Transcript	K9ac_Middle1.3Transcript	K9ac_Last1.3Transcript	K9ac_Introns	K9me3_Distal_promoter	K9me3_Proximal_promoter	K9me3_Gene_body	K9me3_Transcript	K9me3_First1.3Transcript	K9me3_Middle1.3Transcript	K9me3_Last1.3Transcript	K9me3_Introns	K20me1_Distal_promoter	K20me1_Proximal_promoter	K20me1_Gene_body	K20me1_Transcript	K20me1_First1.3Transcript	K20me1_Middle1.3Transcript	K20me1_Last1.3Transcript	K20me1_Introns
NR_026818	5.85507192220243	6.22059017009974	4.87519732320115	4.72738781871234	3.93182563272433	4.04305126783455	3.04452243772342	2.94443897916644	4.60517018598809	4.84418708645859	2.70805020110221	2.56494935746154	1.79175946922805	1.09861228866811	1.79175946922805	1.09861228866811	6.69950034016168	6.88448665204278	5.04342511691925	4.85981240436167	3.89182029811063	4.24849524204936	2.94443897916644	3.29583686600433	1.94591014905531	1.94591014905531	1.09861228866811	1.09861228866811	0	0	1.09861228866811	0	3.66356164612965	4.00733318523247	2.63905732961526	2.30258509299405	1.38629436111989	1.94591014905531	0.693147180559945	1.6094379124341	5.6937321388027	5.80513496891649	3.13549421592915	2.89037175789616	2.07944154167984	2.30258509299405	0.693147180559945	1.79175946922805	5.03695260241363	5.19295685089021	3.13549421592915	3.09104245335832	2.30258509299405	2.39789527279837	1.79175946922805	0.693147180559945	6.12029741895095	6.24997524225948	3.91202300542815	3.8286413964891	2.99573227355399	3.25809653802148	1.6094379124341	1.6094379124341	3.3322045101752	3.68887945411394	1.79175946922805	1.79175946922805	0.693147180559945	1.38629436111989	0.693147180559945	0	2.89037175789616	3.04452243772342	1.6094379124341	1.38629436111989	0.693147180559945	0	1.09861228866811	0.693147180559945
NR_026820	5.85507192220243	6.22059017009974	4.87519732320115	4.72738781871234	3.93182563272433	4.04305126783455	3.04452243772342	2.94443897916644	4.60517018598809	4.84418708645859	2.70805020110221	2.56494935746154	1.79175946922805	1.09861228866811	1.79175946922805	1.09861228866811	6.69950034016168	6.88448665204278	5.04342511691925	4.85981240436167	3.89182029811063	4.24849524204936	2.94443897916644	3.29583686600433	1.94591014905531	1.94591014905531	1.09861228866811	1.09861228866811	0	0	1.09861228866811	0	3.66356164612965	4.00733318523247	2.63905732961526	2.30258509299405	1.38629436111989	1.94591014905531	0.693147180559945	1.6094379124341	5.6937321388027	5.80513496891649	3.13549421592915	2.89037175789616	2.07944154167984	2.30258509299405	0.693147180559945	1.79175946922805	5.03695260241363	5.19295685089021	3.13549421592915	3.09104245335832	2.30258509299405	2.39789527279837	1.79175946922805	0.693147180559945	6.12029741895095	6.24997524225948	3.91202300542815	3.8286413964891	2.99573227355399	3.25809653802148	1.6094379124341	1.6094379124341	3.3322045101752	3.68887945411394	1.79175946922805	1.79175946922805	0.693147180559945	1.38629436111989	0.693147180559945	0	2.89037175789616	3.04452243772342	1.6094379124341	1.38629436111989	0.693147180559945	0	1.09861228866811	0.693147180559945
NM_001005484	3.29583686600433	4.70953020131233	4.0943445622221	4.0943445622221	3.49650756146648	3.09104245335832	2.484906649788	0	3.73766961828337	4.29045944114839	3.09104245335832	3.09104245335832	2.39789527279837	1.79175946922805	2.30258509299405	0	2.07944154167984	4.00733318523247	3.78418963391826	3.78418963391826	3.40119738166216	2.70805020110221	1.6094379124341	0	1.94591014905531	2.484906649788	0	0	0	0	0	0	3.09104245335832	3.80666248977032	2.56494935746154	2.56494935746154	1.94591014905531	1.94591014905531	0.693147180559945	0	2.19722457733622	3.85014760171006	3.3322045101752	3.3322045101752	2.70805020110221	2.77258872223978	1.09861228866811	0	1.38629436111989	3.09104245335832	2.484906649788	2.484906649788	1.94591014905531	2.07944154167984	0	0	3.13549421592915	4.06044301054642	3.04452243772342	3.04452243772342	2.83321334405622	1.6094379124341	1.38629436111989	0	3.25809653802148	3.78418963391826	2.39789527279837	2.39789527279837	1.38629436111989	1.79175946922805	1.38629436111989	0	2.19722457733622	3.04452243772342	2.07944154167984	2.07944154167984	1.38629436111989	1.38629436111989	0.693147180559945	0
NR_039983	2.94443897916644	3.43398720448515	3.85014760171006	3.80666248977032	3.04452243772342	3.71357206670431	1.6094379124341	1.09861228866811	0.693147180559945	1.6094379124341	4.30406509320417	4.30406509320417	2.30258509299405	3.17805383034795	3.93182563272433	0	2.07944154167984	2.70805020110221	5.05624580534831	5.05624580534831	3.46573590279973	4.56434819146784	4.12713438504509	0	0.693147180559945	1.09861228866811	1.38629436111989	1.38629436111989	0.693147180559945	1.38629436111989	0	0	2.19722457733622	2.70805020110221	3.52636052461616	3.46573590279973	2.07944154167984	2.77258872223978	2.83321334405622	1.09861228866811	1.38629436111989	1.79175946922805	4.07753744390572	4.06044301054642	1.38629436111989	2.99573227355399	3.66356164612965	0.693147180559945	0.693147180559945	1.79175946922805	3.91202300542815	3.91202300542815	1.38629436111989	3.09104245335832	3.36729582998647	0	1.94591014905531	2.89037175789616	5.01063529409626	5.00394630594546	2.63905732961526	4.31748811353631	4.33073334028633	0.693147180559945	0.693147180559945	1.09861228866811	2.19722457733622	2.19722457733622	1.79175946922805	2.07944154167984	0.693147180559945	0	1.09861228866811	1.6094379124341	2.77258872223978	2.77258872223978	1.6094379124341	2.30258509299405	1.94591014905531	0
NR_028322	2.19722457733622	2.63905732961526	3.25809653802148	3.25809653802148	1.79175946922805	2.63905732961526	2.07944154167984	0	2.30258509299405	3.25809653802148	3.61091791264422	3.61091791264422	2.484906649788	2.83321334405622	2.19722457733622	0	2.30258509299405	3.25809653802148	4.57471097850338	4.54329478227	3.52636052461616	3.68887945411394	2.63905732961526	1.38629436111989	0.693147180559945	0.693147180559945	1.09861228866811	1.09861228866811	0	0.693147180559945	0.693147180559945	0	3.09104245335832	3.49650756146648	2.94443897916644	2.94443897916644	2.07944154167984	1.94591014905531	1.09861228866811	0	2.07944154167984	2.83321334405622	3.40119738166216	3.40119738166216	2.83321334405622	2.19722457733622	1.6094379124341	0	0.693147180559945	2.19722457733622	3.17805383034795	3.17805383034795	2.39789527279837	2.07944154167984	1.6094379124341	0	0.693147180559945	1.94591014905531	4.54329478227	4.53259949315326	3.40119738166216	3.95124371858143	2.484906649788	0.693147180559945	0.693147180559945	1.6094379124341	1.09861228866811	1.09861228866811	0.693147180559945	0.693147180559945	0	0	1.79175946922805	1.94591014905531	2.19722457733622	2.19722457733622	1.6094379124341	1.09861228866811	0.693147180559945	0
NR_028325	2.19722457733622	2.63905732961526	3.25809653802148	3.25809653802148	1.79175946922805	2.63905732961526	2.07944154167984	0	2.30258509299405	3.25809653802148	3.61091791264422	3.61091791264422	2.484906649788	2.83321334405622	2.19722457733622	0	2.30258509299405	3.25809653802148	4.57471097850338	4.54329478227	3.52636052461616	3.68887945411394	2.63905732961526	1.38629436111989	0.693147180559945	0.693147180559945	1.09861228866811	1.09861228866811	0	0.693147180559945	0.693147180559945	0	3.09104245335832	3.49650756146648	2.94443897916644	2.94443897916644	2.07944154167984	1.94591014905531	1.09861228866811	0	2.07944154167984	2.83321334405622	3.40119738166216	3.40119738166216	2.83321334405622	2.19722457733622	1.6094379124341	0	0.693147180559945	2.19722457733622	3.17805383034795	3.17805383034795	2.39789527279837	2.07944154167984	1.6094379124341	0	0.693147180559945	1.94591014905531	4.54329478227	4.53259949315326	3.40119738166216	3.95124371858143	2.484906649788	0.693147180559945	0.693147180559945	1.6094379124341	1.09861228866811	1.09861228866811	0.693147180559945	0.693147180559945	0	0	1.79175946922805	1.94591014905531	2.19722457733622	2.19722457733622	1.6094379124341	1.09861228866811	0.693147180559945	0
NR_028327	2.19722457733622	2.63905732961526	3.25809653802148	3.2188758248682	1.79175946922805	2.19722457733622	0	0.693147180559945	2.30258509299405	3.25809653802148	3.61091791264422	3.61091791264422	2.484906649788	3.04452243772342	0	0	2.30258509299405	3.25809653802148	4.57471097850338	4.49980967033027	3.52636052461616	3.8286413964891	0	2.07944154167984	0.693147180559945	0.693147180559945	1.09861228866811	1.09861228866811	0	0.693147180559945	0	0	3.09104245335832	3.49650756146648	2.94443897916644	2.94443897916644	2.07944154167984	2.19722457733622	0	0	2.07944154167984	2.83321334405622	3.40119738166216	3.40119738166216	2.83321334405622	2.39789527279837	0	0	0.693147180559945	2.19722457733622	3.17805383034795	3.17805383034795	2.39789527279837	2.39789527279837	0	0	0.693147180559945	1.94591014905531	4.54329478227	4.53259949315326	3.36729582998647	3.95124371858143	0	0.693147180559945	0.693147180559945	1.6094379124341	1.09861228866811	1.09861228866811	0.693147180559945	0.693147180559945	0	0	1.79175946922805	1.94591014905531	2.19722457733622	2.19722457733622	1.6094379124341	1.38629436111989	0	0
NM_001005221	2.56494935746154	4.65396035015752	4.26267987704132	4.26267987704132	3.04452243772342	3.46573590279973	3.25809653802148	0	3.09104245335832	3.8286413964891	2.94443897916644	2.94443897916644	1.94591014905531	1.94591014905531	2.19722457733622	0	1.94591014905531	4.45434729625351	4.30406509320417	4.30406509320417	3.25809653802148	3.8286413964891	2.39789527279837	0	2.63905732961526	2.70805020110221	0.693147180559945	0.693147180559945	0	0.693147180559945	0	0	2.94443897916644	3.58351893845611	2.30258509299405	2.30258509299405	1.38629436111989	1.94591014905531	0.693147180559945	0	1.09861228866811	3.2188758248682	2.94443897916644	2.94443897916644	2.30258509299405	2.19722457733622	1.09861228866811	0	1.94591014905531	2.83321334405622	2.19722457733622	2.19722457733622	1.79175946922805	1.09861228866811	0.693147180559945	0	2.484906649788	3.49650756146648	2.77258872223978	2.77258872223978	1.38629436111989	1.79175946922805	2.19722457733622	0	2.77258872223978	3.17805383034795	1.6094379124341	1.6094379124341	1.09861228866811	0.693147180559945	0.693147180559945	0	2.70805020110221	3.3322045101752	2.30258509299405	2.30258509299405	1.38629436111989	1.6094379124341	1.09861228866811	0
NM_001005224	2.56494935746154	4.65396035015752	4.26267987704132	4.26267987704132	3.04452243772342	3.46573590279973	3.25809653802148	0	3.09104245335832	3.8286413964891	2.94443897916644	2.94443897916644	1.94591014905531	1.94591014905531	2.19722457733622	0	1.94591014905531	4.45434729625351	4.30406509320417	4.30406509320417	3.25809653802148	3.8286413964891	2.39789527279837	0	2.63905732961526	2.70805020110221	0.693147180559945	0.693147180559945	0	0.693147180559945	0	0	2.94443897916644	3.58351893845611	2.30258509299405	2.30258509299405	1.38629436111989	1.94591014905531	0.693147180559945	0	1.09861228866811	3.2188758248682	2.94443897916644	2.94443897916644	2.30258509299405	2.19722457733622	1.09861228866811	0	1.94591014905531	2.83321334405622	2.19722457733622	2.19722457733622	1.79175946922805	1.09861228866811	0.693147180559945	0	2.484906649788	3.49650756146648	2.77258872223978	2.77258872223978	1.38629436111989	1.79175946922805	2.19722457733622	0	2.77258872223978	3.17805383034795	1.6094379124341	1.6094379124341	1.09861228866811	0.693147180559945	0.693147180559945	0	2.70805020110221	3.3322045101752	2.30258509299405	2.30258509299405	1.38629436111989	1.6094379124341	1.09861228866811	0
NM_001005277	2.56494935746154	4.65396035015752	4.26267987704132	4.26267987704132	3.04452243772342	3.46573590279973	3.25809653802148	0	3.09104245335832	3.8286413964891	2.94443897916644	2.94443897916644	1.94591014905531	1.94591014905531	2.19722457733622	0	1.94591014905531	4.45434729625351	4.30406509320417	4.30406509320417	3.25809653802148	3.8286413964891	2.39789527279837	0	2.63905732961526	2.70805020110221	0.693147180559945	0.693147180559945	0	0.693147180559945	0	0	2.94443897916644	3.58351893845611	2.30258509299405	2.30258509299405	1.38629436111989	1.94591014905531	0.693147180559945	0	1.09861228866811	3.2188758248682	2.94443897916644	2.94443897916644	2.30258509299405	2.19722457733622	1.09861228866811	0	1.94591014905531	2.83321334405622	2.19722457733622	2.19722457733622	1.79175946922805	1.09861228866811	0.693147180559945	0	2.484906649788	3.49650756146648	2.77258872223978	2.77258872223978	1.38629436111989	1.79175946922805	2.19722457733622	0	2.77258872223978	3.17805383034795	1.6094379124341	1.6094379124341	1.09861228866811	0.693147180559945	0.693147180559945	0	2.70805020110221	3.3322045101752	2.30258509299405	2.30258509299405	1.38629436111989	1.6094379124341	1.09861228866811	0
