refseq_id	expr
NM_000014	5.41324684374934
NM_000015	3.24390518688974
NM_000016	9.72838698707992
NM_000017	8.53635317006036
NM_000018	9.86946951266766
NM_000019	8.78521505573802
NM_000020	7.53742627990193
NM_000021	9.60042171981871
NM_000022	9.29482923514871
NM_000023	7.12750386196621
NM_000024	5.98361044287001
NM_000025	6.01316631149581
NM_000026	10.4590493074187
NM_000027	7.93639825621866
NM_000028	8.19760653903414
NM_000029	6.42559851107687
NM_000030	7.37591578243174
NM_000031	7.92373448846742
NM_000032	11.5892197335616
NM_000033	8.19976098252977
NM_000034	9.5102185024035
NM_000035	5.472112559002
NM_000036	4.31327669749678
NM_000039	7.52058726218779
NM_000040	6.26331010358601
NM_000041	9.61484680806077
NM_000042	3.7237914997611
NM_000043	3.94752880921046
NM_000044	5.87483031762052
NM_000045	3.84279271255327
NM_000046	7.03617501585579
NM_000047	5.7437157127111
NM_000049	3.41672267959793
NM_000051	7.12978637942468
NM_000052	7.49497656894415
NM_000053	8.65773511643029
NM_000055	3.01709488937025
NM_000057	8.75790763359721
NM_000059	6.55810286031864
NM_000060	7.89914702002604
NM_000061	8.82024124627861
NM_000062	5.96805676731219
NM_000063	6.01192938649393
NM_000064	6.53600557947063
NM_000065	4.01072470170496
NM_000066	5.42493068446846
NM_000067	5.1086225935101
NM_000069	6.14367880483069
NM_000071	10.9693567316116
NM_000073	5.90497287187541
NM_000074	3.66417082087918
NM_000075	12.6946529895646
NM_000076	8.36509317541406
NM_000078	5.7067927090583
NM_000080	6.27291566655233
NM_000081	4.65442454429346
NM_000082	5.71697825363766
NM_000083	6.40667931430391
NM_000085	7.03264385207606
NM_000088	7.65034053822845
NM_000089	6.75130448999648
NM_000090	6.27069997039874
NM_000091	5.75049415823966
NM_000092	6.09596879594893
NM_000093	7.0601776285923
NM_000094	7.29019742292007
NM_000095	7.09124867901103
NM_000096	3.69748230811554
NM_000097	8.55801457103124
NM_000098	9.7863382026785
NM_000099	11.1885735857864
NM_000100	12.8129287807801
NM_000101	8.07536014922111
NM_000102	6.46012159205426
NM_000104	4.84151468736408
NM_000107	8.34415512848823
NM_000108	9.98973573299026
NM_000109	5.57859998255782
NM_000111	4.10726052007633
NM_000112	6.96902823289463
NM_000113	9.58246159128527
NM_000116	8.43306827069382
NM_000117	11.3634002861788
NM_000118	7.37740838344483
NM_000119	8.44893524456242
NM_000120	8.97885836325162
NM_000122	9.22529078282398
NM_000123	6.42072309740926
NM_000124	7.32494659678616
NM_000126	9.85030866698673
NM_000127	6.54192742377943
NM_000128	5.70699296292834
NM_000129	5.9934451513631
NM_000130	4.29045452587332
NM_000131	7.49935514111609
NM_000132	6.2232015809482
NM_000133	3.6945926115669
NM_000134	4.15764006478349
NM_000135	9.34655475142113
NM_000136	7.84348282161845
NM_000137	11.3700981702076
NM_000138	4.83516842752723
NM_000139	4.5347819421804
NM_000141	4.67860221787528
NM_000142	9.58438012531701
NM_000143	9.85076695282925
NM_000144	10.6039662565247
NM_000145	4.87121879556745
NM_000146	9.96569418231216
NM_000147	7.48538199180941
NM_000148	7.68363297210683
NM_000149	6.02835850875953
NM_000150	6.22126340939227
NM_000151	4.84617440139096
NM_000152	7.6623803871652
NM_000153	8.32673131965744
NM_000154	9.03253497216915
NM_000155	7.65141209678704
NM_000158	7.61548827604684
NM_000159	8.89543967578379
NM_000160	7.90224761948888
NM_000161	6.36031390646791
NM_000163	4.11623728804132
NM_000164	7.97483074239356
NM_000165	5.23906292205793
NM_000166	6.10927922204887
NM_000168	5.03444429978105
NM_000169	9.47546717948428
NM_000170	5.11283349938167
NM_000173	5.82811351013821
NM_000174	7.25442993509481
NM_000175	12.3936009125086
NM_000176	8.03948930532605
NM_000178	10.3701775068671
NM_000179	8.5794846480372
NM_000180	7.26639129836352
NM_000181	10.1076252467619
NM_000182	11.4706274157526
NM_000183	9.92675976284547
NM_000185	5.29373977241583
NM_000186	8.32879312278767
NM_000189	9.07374204529436
NM_000190	13.0962608286611
NM_000191	7.76270825261995
NM_000193	7.98813706859485
NM_000194	9.57160475888998
NM_000195	8.67624977984759
NM_000196	7.4004668792253
NM_000197	5.00353533169774
NM_000199	7.95104537441527
NM_000200	3.68474279909439
NM_000201	9.75203374623755
NM_000202	8.5945099679838
NM_000203	8.55333302873765
NM_000204	4.12033595957538
NM_000206	10.1815230401103
NM_000208	5.83148912551497
NM_000209	7.43708850054601
NM_000210	4.16675149080886
NM_000211	6.96781899403275
NM_000212	6.38425872065958
NM_000213	7.18222068181222
NM_000214	5.59817766291613
NM_000215	6.51910402236238
NM_000216	4.23262094390947
NM_000217	5.91361952287811
NM_000218	7.3402000334824
NM_000219	6.57963123569352
NM_000221	8.96584164183264
NM_000222	6.93967271004848
NM_000223	6.26201770300874
NM_000226	5.96905293106826
NM_000229	7.61279621903966
NM_000230	5.31961118774528
NM_000231	5.31393974284086
NM_000232	4.28960012372983
NM_000233	5.04125534170553
NM_000234	9.04435098344065
NM_000236	4.90015522804224
NM_000237	5.17541826445934
NM_000238	10.4772221537843
NM_000239	9.16195387405982
NM_000240	5.71878611224102
NM_000242	3.80729498131545
NM_000243	6.81458548452078
NM_000246	6.50410148699049
NM_000249	9.86337230114041
NM_000250	6.50999791209017
NM_000251	8.96354444150936
NM_000252	6.95977909268498
NM_000253	4.7171403447087
NM_000254	9.76601899079617
NM_000255	8.02843082363432
NM_000256	7.00808239706657
NM_000257	6.03903820281892
NM_000258	6.71507737796679
NM_000259	4.43929327113375
NM_000260	6.62469395891427
NM_000261	4.45287044793088
NM_000262	9.27446826521349
NM_000263	8.74477650605915
NM_000266	5.15836129706065
NM_000270	11.8461260890472
NM_000271	9.61662441308346
NM_000272	3.63440927318384
NM_000273	6.39397817896173
NM_000274	10.5826575796124
NM_000275	5.98917914170095
NM_000276	8.13767688879829
NM_000277	4.99135922752038
NM_000280	6.97137562865012
NM_000281	8.83730517330197
NM_000282	6.58883990880559
NM_000283	7.02050939074053
NM_000285	10.4265357542012
NM_000286	7.62692573043141
NM_000287	8.47555593617184
NM_000288	7.55901953793015
NM_000290	6.72127658792629
NM_000291	13.4806836389245
NM_000292	8.89360855605293
NM_000294	9.6961931247675
NM_000297	5.28335385167634
NM_000298	10.3111096226466
NM_000299	6.46887875842935
NM_000300	6.01127500656494
NM_000301	5.70260801953471
NM_000302	11.1608967635349
NM_000303	8.22756707463461
NM_000304	9.04351965471328
NM_000305	8.54689352828097
NM_000307	6.53690152132966
NM_000310	11.106895259115
NM_000311	8.89978364978843
NM_000312	6.99325078246171
NM_000313	9.09896414950201
NM_000314	9.1072779734236
NM_000315	3.208025049974
NM_000316	6.61206357353392
NM_000317	7.34886700767982
NM_000320	7.88175164749336
NM_000321	8.7069437570551
NM_000322	6.09603622960084
NM_000324	11.5715962645758
NM_000326	6.49367570269278
NM_000327	6.52857268945841
NM_000328	6.55833449071538
NM_000329	3.98044463697691
NM_000330	4.99344616095508
NM_000331	3.21038213991533
NM_000332	5.57914560580697
NM_000333	9.07867705504334
NM_000334	6.23303791905291
NM_000336	6.33724472812211
NM_000337	4.85968471068078
NM_000338	4.13747513704915
NM_000339	6.96318972637789
NM_000340	4.44335378640396
NM_000341	4.45837569123979
NM_000342	7.66737621630116
NM_000343	4.88065580184266
NM_000345	5.28707360138098
NM_000346	7.37041624472529
NM_000348	5.43367281300169
NM_000349	10.3211424824377
NM_000350	5.52381548191567
NM_000351	6.88619298984725
NM_000352	6.51931420888463
NM_000353	5.09218993941225
NM_000354	3.54270996091585
NM_000355	8.19152675810658
NM_000358	5.74980458290148
NM_000359	6.52877373637806
NM_000361	6.61294075492569
NM_000362	6.09453105710448
NM_000363	9.49969737764701
NM_000364	6.42669073207103
NM_000366	7.63974945349302
NM_000367	8.81518628603229
NM_000368	8.39097499051666
NM_000369	3.9699400076479
NM_000370	4.16990675097627
NM_000371	6.01564766145114
NM_000372	4.52475522918228
NM_000375	9.52471673379092
NM_000377	7.40960388154157
NM_000379	5.73393329516378
NM_000381	5.46864924820741
NM_000383	7.94465666059879
NM_000384	5.1078251428725
NM_000386	9.54483334978925
NM_000387	8.50843933076223
NM_000390	5.56125875168186
NM_000391	10.6810437994238
NM_000392	5.03968749848716
NM_000393	5.94251530177073
NM_000394	7.94578349236013
NM_000395	6.57571913448233
NM_000396	5.77353164438684
